ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile
Blaise_Pascal,What led Pascal to his religious conversion?,sickness and Jansenism,medium,medium,data/set4/a4
Blaise_Pascal,How old was Pascal when he died?,39,hard,too hard,data/set4/a4
Blaise_Pascal,How old was Pascal when he died?,1662-08-19.,hard,medium,data/set4/a4
Blaise_Pascal,Did Pascal write about cycloid before 1658?,no,hard,hard,data/set4/a4
Blaise_Pascal,Is there a programming language called Pascal?,yes,hard,hard,data/set4/a4
Blaise_Pascal,Is there a programming language called Pascal?,Yes.,hard,easy,data/set4/a4
Blaise_Pascal,Crowds of believers came to see and kiss the thorn; all of Catholic where acclaimed a miracle?,Paris,NULL,medium,data/set4/a4
Blaise_Pascal,Wasn't Blaise Pascal a work of Desargues on conic sections?,"Yes, it was",NULL,easy,data/set4/a4
Blaise_Pascal,Who died the next morning?,Pascal.,NULL,hard,data/set4/a4
Blaise_Pascal,When did his father die?,1651,NULL,hard,data/set4/a4
Blaise_Pascal,When did his father die?,His father died in 1651.,NULL,medium,data/set4/a4
Blaise_Pascal,"Was he a child prodigy who was educated by his father, a civil servant?",yes,NULL,medium,data/set4/a4
Blaise_Pascal,"Was Pascal's earliest work in the natural and applied sciences where he made important contributions to the construction of mechanical calculators, the study of fluids, and clarified the concepts of pressure and vacuum by generalizing the work of Evangelista Torricelli?",Yes,NULL,easy,data/set4/a4
Blaise_Pascal,Did Pascal also write in defense of the scientific method?,Yes,NULL,easy,data/set4/a4
Butterfly,Do butterflies make sounds?,Some butterflies make sounds.,easy,medium,data/set1/a6
Butterfly,Do butterflies have two eyes?,"Yes, butterflies have two eyes.",easy,easy,data/set1/a6
Butterfly,Does a black moth mean that someone has died?,In the Philippines a black butterfly or moth mean that someone has died.,easy,hard,data/set1/a6
Butterfly,What is the outer layer of the cuticle made of?,The outer layer of the cuticle is made of of a mixture of chitin and specialized proteins.,medium,easy,data/set1/a6
Butterfly,Where was there a vast swarm of butterflies?,In Kyoto there was a vast swarm of butterflies.,medium,medium,data/set1/a6
Butterfly,What butterfly is migratory?,The Monarch butterfly is migratory.,medium,easy,data/set1/a6
Butterfly,Do butterflies carry more pollen than Hymenoptera?,"No, butterflies carry less pollen than Hymenoptera.",hard,hard,data/set1/a6
Butterfly,What allows the butterfly to evade predators?,A butterfly's hind wings allow the butterfly to evade predators.,hard,medium,data/set1/a6
Butterfly,What happens if a wing is removed?,If a ring is removed the other three will grow to a larger size.,hard,easy,data/set1/a6
Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb a Spanish Biologist?,No.,easy,easy,data/set4/a6
Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb a Spanish Biologist?,"No, he was a French physicist.",easy,easy,data/set4/a6
Charles-Augustin_de_Coulomb,Was the SI unit of charge named after Charles-Augustin de Coulomb?,Yes.,easy,easy,data/set4/a6
Charles-Augustin_de_Coulomb,Was the SI unit of charge named after Charles-Augustin de Coulomb?,"Yes, the SI unit of charge, the coulomb, was named after him.",easy,easy,data/set4/a6
Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb ever employed at La Rochelle?,Yes.,easy,easy,data/set4/a6
Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb ever employed at La Rochelle?,"Yes, upon his return to France, with the rank of Captain, he was employed at La Rochelle.",easy,easy,data/set4/a6
Charles-Augustin_de_Coulomb,What is Charles-Augustin de Coulomb best known for?,He is best known for developing Coulomb's law.,medium,medium,data/set4/a6
Charles-Augustin_de_Coulomb,Whose ideas inspired Charles-Augustin de Coulomb's experiments on the resistance of masonries?,Pieter van Musschenbroek.,medium,medium,data/set4/a6
Charles-Augustin_de_Coulomb,Whose ideas inspired Charles-Augustin de Coulomb's experiments on the resistance of masonries?,He carried out several experiments on the resistance of masonries which were inspired by the ideas of Pieter van Musschenbroek on friction.,medium,medium,data/set4/a6
Charles-Augustin_de_Coulomb,When did Charles-Augustin de Coulomb join his father's family in Montpeillier?,From 1757 to 1759 he joined his father's family in Montpellier.,medium,medium,data/set4/a6
Charles-Augustin_de_Coulomb,Did Charles-Augustin de Coulomb come from a poor family?,No.,hard,easy,data/set4/a6
Charles-Augustin_de_Coulomb,Did Charles-Augustin de Coulomb come from a poor family?,"No, his mother came from a wealthy family in the wool trade.",hard,hard,data/set4/a6
Charles-Augustin_de_Coulomb,What is Coulomb's law?,The definition of the electrostatic force of attraction and repulsion.,hard,medium,data/set4/a6
Charles-Augustin_de_Coulomb,Where is CollËge des Quatre-Nations located?,In Montpellier.,hard,hard,data/set4/a6
Charles-Augustin_de_Coulomb,Where is CollËge des Quatre-Nations located?,In Paris.,hard,hard,data/set4/a6
Charles-Augustin_de_Coulomb,What happened in 1785?,Coulomb presented his three reports on Electricity and Magnetism,NULL,easy,data/set4/a6
Charles-Augustin_de_Coulomb,What happened in 1757 to 1759?,Charles-Augustin de Coulomb joined his father's family in Montpellier and took part in the work of the academy of the city.,NULL,hard,data/set4/a6
Charles-Augustin_de_Coulomb,"Regarding this topic, what did the Revolution do?",The Revolution caused Coulomb to resign his appointment as intendent des eaux et fontains and retire.,NULL,too hard,data/set4/a6
Charles-Augustin_de_Coulomb,Who determined to pursue mathematics?,Charles-Augustin de Coulomb,NULL,medium,data/set4/a6
Charles-Augustin_de_Coulomb,When did Coulomb return to Paris?,In 1759.,NULL,medium,data/set4/a6
Charles-Augustin_de_Coulomb,Does Coulomb leave a legacy as a pioneer in the field of geotechnical engineering for his contribution to retaining wall design?,yes,NULL,easy,data/set4/a6
Charles-Augustin_de_Coulomb,Did the family move to Paris as well as there Coulomb studied at the prestigious Collge des Quatre-Nations?,Yes,NULL,easy,data/set4/a6
Charles-Augustin_de_Coulomb,Was Coulomb born in Angoulme France to a well-to-do family?,"Coulomb was born in Angoul√™me, France, to a well-to-do family",NULL,easy,data/set4/a6
Charles-Augustin_de_Coulomb,"Is he best known for developing Coulomb's law, the definition of the electrostatic force of attraction and repulsion?",Yes,NULL,easy,data/set4/a6
Charles-Augustin_de_Coulomb,"The SI unit of charge, the coulomb, was named after him?",Yes,NULL,easy,data/set4/a6
Charles-Augustin_de_Coulomb,"Did Coulomb die in Angoul√™me, France, to a well-to-do family?",No,NULL,easy,data/set4/a6
Chinese_language,Are all spoken varieties of Chinese tonal and analytical?,yes,easy,easy,data/set5/a7
Chinese_language,Is fifty percent or more of Korean vocabulary of Chinese origin?,Yes,easy,easy,data/set5/a7
Chinese_language,"Does ""ketchup"" come from the Minnan pronunciation of &#39853;&#27713; (koe-tsiap)?",Yes,easy,easy,data/set5/a7
Chinese_language,What is the most common romanization standard for Standard Mandarin today?,Hanyu Pinyin,medium,medium,data/set5/a7
Chinese_language,"What is the official standard language used by the People's Republic of China, the Republic of China, and Singapore (where it is called ""Huayu"")?","Putonghua / Guoyu, often called ""Mandarin""",medium,medium,data/set5/a7
Chinese_language,"What is the official standard language used by the People's Republic of China, the Republic of China, and Singapore (where it is called ""Huayu"")?",Standard Mandarin,medium,medium,data/set5/a7
Chinese_language,How many head entries for character definitions does the Zhonghua Zihai &#20013;&#21326;&#23383;&#28023; (1994) contain?,"85,568 head entries",medium,medium,data/set5/a7
Chinese_language,How many head entries for character definitions does the Zhonghua Zihai &#20013;&#21326;&#23383;&#28023; (1994) contain?,"54,678",medium,medium,data/set5/a7
Chinese_language,What does the PRC government classify as literacy amongst workers?,"knowledge of 2,000 characters",hard,medium,data/set5/a7
Chinese_language,What does the PRC government classify as literacy amongst workers?,a knowledge of 2000 characters,hard,medium,data/set5/a7
Chinese_language,How is South China linguistically different from North China?,South China displays more linguistic diversity,hard,hard,data/set5/a7
Chinese_language,&#20415;&#24403;/&#20415;&#30070; ìlunchbox or boxed lunchî (from bento) and &#26009;&#29702; ìprepared cuisineî are loan words from which language?,Japanese,hard,hard,data/set5/a7
Chinese_language,&#20415;&#24403;/&#20415;&#30070; ìlunchbox or boxed lunchî (from bento) and &#26009;&#29702; ìprepared cuisineî are loan words from which language?,Chinese,hard,hard,data/set5/a7
Chinese_language,What is the standardized form of spoken chinese?,The standardized form of spoken Chinese is Standard Mandarin.,easy,medium,data/set5/a7
Chinese_language,What is the standardized form of spoken chinese?,The standardized from of spoken Chinese is Standard Mandarin.,easy,easy,data/set5/a7
Chinese_language,Is diglossia a common feature in mainland China and Taiwan?,"Yes, diglossia is a common feature in mainland China and Taiwan.",easy,easy,data/set5/a7
Chinese_language,Do linguists often view Chinese as a language family?,"Yes, linguists often view Chinese as a language family.",easy,easy,data/set5/a7
Chinese_language,When did classical Chinese literature begin?,Classical Chinese literature began in the Spring and Autumn period.,medium,medium,data/set5/a7
Chinese_language,When did classical Chinese literature begin?,Classical Chinese literature began in the 14th to 11th centuires BCE.,medium,medium,data/set5/a7
Chinese_language,How does the government of the People's Republic of China often refer to all divisions of the Sinitic language(s) besides Standard Mandarin?,The government of the People's Republic of China refers to all divisions of the Sinitic language(s) besides Standard Mandarin as fangyan.,medium,hard,data/set5/a7
Chinese_language,How does the government of the People's Republic of China often refer to all divisions of the Sinitic language(s) besides Standard Mandarin?,"The PRC commonly refers to all divisons of the Sinitic language(s) beside Standard Mandarin as fangyan, or ""regional tongues.""",medium,hard,data/set5/a7
Chinese_language,When was Middle Chinese used?,"Middle Chinese was used during Southern and Northern Dynasties and the Sua, Tang, and Sang dynasties.",medium,medium,data/set5/a7
Chinese_language,When was Middle Chinese used?,Middle Chinese was the language used in the 6th through 1-th centuries CE.,medium,medium,data/set5/a7
Chinese_language,How is the pronunciation of foreign words determined?,The pronunciation of foreign words is done by employing Chinese characters with similar pronuncations.,hard,hard,data/set5/a7
Chinese_language,How is the pronunciation of foreign words determined?,Foreign words are transliterated into close-match existing Chinese morphemes.,hard,too hard,data/set5/a7
Chinese_language,What is the total number of Chinese words?,"The Hanyu Da Zidian includes 54,678 head entries for characters.",hard,hard,data/set5/a7
Chinese_language,What language was used in the Zhou and Southern Dynasties?,Old Chinese was the language common during the early and middle Zhou Dynasty.,hard,medium,data/set5/a7
Cougar,Is a cougar also known as a mountain lion?,A cougar is also known as a mountain lion.,easy,easy,data/set1/a2
Cougar,Is a cougar also known as a mountain lion?,yes,easy,easy,data/set1/a2
Cougar,Are cougars larger than jaguars?,Cougars are not larger than jaguars.,easy,hard,data/set1/a2
Cougar,Are cougars larger than jaguars?,no,easy,hard,data/set1/a2
Cougar,"Does the World Conservation Union consider the cougar a ""least concern"" species?","The World Conservation Union (IUCN) currently lists the cougar as a ""least concern"" species.",easy,easy,data/set1/a2
Cougar,"Does the World Conservation Union consider the cougar a ""least concern"" species?",yes,easy,easy,data/set1/a2
Cougar,What are some of the cougar's primary food sources?,"The cougar's primary food sources include ungulates such as deer, elk, and bighorn sheep, as well as domestic cattle, horses and sheep, particularly in the northern part of its range.",medium,easy,data/set1/a2
Cougar,What are some of the cougar's primary food sources?,"ungulates such as deer, elk, and bighorn sheep, as well as domestic cattle, horses, and sheep",medium,medium,data/set1/a2
Cougar,How long are cougar adult males (from nose to tail)?,The length of adult males is around 2.4 meters (8 ft) long nose to tail.,medium,medium,data/set1/a2
Cougar,How long are cougar adult males (from nose to tail)?,2.4 meters,medium,medium,data/set1/a2
Cougar,How long is an adult cougar's paw print?,An adult cougar's paw print is approximately 10 cm (4 inches) long.,medium,medium,data/set1/a2
Cougar,How long is an adult cougar's paw print?,4 inches,medium,medium,data/set1/a2
Cougar,What are the three heaviest cats in the world?,"The three heaviest cats in the world are the tiger, lion and jaguar.",hard,hard,data/set1/a2
Cougar,What are the three heaviest cats in the world?,"tiger, lion, and jaguar",hard,hard,data/set1/a2
Cougar,"On average, are cougar males heavier than females?","On average, cougar males are heavier than females.",hard,hard,data/set1/a2
Cougar,"On average, are cougar males heavier than females?",yes,hard,hard,data/set1/a2
Cougar,What are the three cat species that are native to Canada?,"The three cat species that are native to Canada are the cougar, the bobcat and the Canadian lynx.",hard,medium,data/set1/a2
Cougar,What are the three cat species that are native to Canada?,"cougar, bobcat, Canadian lynx",hard,hard,data/set1/a2
Cymbal,Is one of the parts of a cymbal called a disc?,no,easy,medium,data/set2/a6
Cymbal,Are ride cymbals very common?,yes,easy,easy,data/set2/a6
Cymbal,Does Fender make cymbals?,no,easy,hard,data/set2/a6
Cymbal,What part of the cymbal is the bell?,The center of a Cymbal,medium,medium,data/set2/a6
Cymbal,What's the timber of ancient cimbals like? disfluent,like that of small hand-bells or of the notes of the keyed harmonica,medium,hard,data/set2/a6
Cymbal,What does it sound like to play cymbals with a cello bow?,squealing car brakes,medium,medium,data/set2/a6
Cymbal,What are cymbals made of?,brass,hard,medium,data/set2/a6
Cymbal,How many cymbals typically go in a drum kit?,at least 3,hard,hard,data/set2/a6
Cymbal,What kinds of musical groups use cymbals?,"Cymbals are used in modern orchestras and many military, marching, concert and other bands",hard,too hard,data/set2/a6
Dragonfly,Is the dragonfly associated with late summer as well as early autumn?,Yes,NULL,easy,data/set1/a7
Dragonfly,Does Exposure to air cause the larva to begin breathing?,Yes (capitalization).,NULL,easy,data/set1/a7
Dragonfly,"Is it characterized by large multifaceted eyes, two pairs of strong transparent wings, and an elongated body?",Yes.,NULL,easy,data/set1/a7
Drum,Is the drum a member of the percussion group?,yes,easy,easy,data/set2/a4
Drum,Does each type of drum head serve its own musical purpose?,yes,easy,easy,data/set2/a4
Drum,Is the Aburukuwa a type of drum?,yes,easy,medium,data/set2/a4
Drum,How long has the basic design of the drum remained unchanged?,remained virtually unchanged for thousands of years,medium,medium,data/set2/a4
Drum,How long has the basic design of the drum remained unchanged?,thousands of years,medium,hard,data/set2/a4
Drum,What is the second biggest factor affecting the sound produced by a drum?,tension,medium,easy,data/set2/a4
Drum,What is the second biggest factor affecting the sound produced by a drum?,the tension at which the drum head is held against the shell of the drum.,medium,easy,data/set2/a4
Drum,By what name are drums classified as under the percussion group?,membranophone,medium,medium,data/set2/a4
Drum,By what name are drums classified as under the percussion group?,membranous,medium,medium,data/set2/a4
Drum,How do rock and roll drummers like their drumheads?,rock and roll drummer may prefer drums that sound loud and deep,hard,hard,data/set2/a4
Drum,How do rock and roll drummers like their drumheads?,drums that sound loud and deep,hard,hard,data/set2/a4
Drum,Whare is the name for drums that have a set of wires held across some of all of the drum heads?,snares,hard,medium,data/set2/a4
Drum,Had the drums been used in Sri Lanka since Before Christ?,yes,hard,too hard,data/set2/a4
Drum,Are drums often used in music therapy?,yes,easy,easy,data/set2/a4
Drum,Do drums consist of at least eight membranes?,no,easy,easy,data/set2/a4
Drum,What has the most effect on how a drum sounds?,the drumhead,medium,medium,data/set2/a4
Drum,Who constructed a kit using diatonic and chromatically tuned drums?,Terry Bozzio,medium,medium,data/set2/a4
Drum,Drums are usually played by what?,"the hands, or by one or two sticks",medium,medium,data/set2/a4
Drum,Drums are usually played by what?,the hands,medium,medium,data/set2/a4
Drum,Has the design of drums changed recently?,no,hard,medium,data/set2/a4
Drum,Can some cylindrical shell drums have no drum heads?,no,hard,hard,data/set2/a4
Drum,Does every drumhead make the same sound?,no,hard,easy,data/set2/a4
Drum,Aren't drums often used in music therapy?,"Yes, drums are often used in music therapy.",NULL,easy,data/set2/a4
Drum,Aren't drums usually played by the hands?,Yes.,NULL,easy,data/set2/a4
Drum,Are drums usually played by the hands?,Yes,NULL,easy,data/set2/a4
Drum,Do many such drums have six to ten tension rods?,Yes.,NULL,easy,data/set2/a4
Drum,"Do drums consist of at least one membrane, called a drumhead or drum skin, that is stretched over a shell and struck, either directly with parts of a player's body, or with some sort of implement such as a drumstick, to produce sound?",yes,NULL,easy,data/set2/a4
Drum,"Have other techniques been used to cause drums to make sound, such as the ``Thumb roll''?",Yes,NULL,easy,data/set2/a4
Eel,Is the electric eel a true eel?,No,easy,easy,data/set1/a8
Eel,Is the electric eel a true eel?,"No, the electric eel is not a true eel.",easy,hard,data/set1/a8
Eel,Are most eels predators?,Yes,easy,easy,data/set1/a8
Eel,Are most eels predators?,"Yes, most eels are predators.",easy,easy,data/set1/a8
Eel,Is eel blood toxic to humans?,Yes,easy,easy,data/set1/a8
Eel,Is eel blood toxic to humans?,"Yes, eel blood is toxic to humans.",easy,easy,data/set1/a8
Eel,How many species of true eels are there?,approximately 800 species,medium,medium,data/set1/a8
Eel,How many species of true eels are there?,There are approximately 800 species of true eels.,medium,medium,data/set1/a8
Eel,Where is smoked eel considered a delicacy?,"Northern Germany, The Netherlands, Denmark, Sweden",medium,medium,data/set1/a8
Eel,Where is smoked eel considered a delicacy?,"Smoked eel is considered a delicacy in northern Germany, The Netherlands, Denmark and Sweden.",medium,medium,data/set1/a8
Eel,How do eels begin life?,"As flat and transparent larvae, called leptocephali",medium,medium,data/set1/a8
Eel,How do eels begin life?,"Eels begin life as flat and transparent larvae, called leptocephali.",medium,medium,data/set1/a8
Eel,What types of fins do eels have?,"Dorsal, anal, caudal, tail fins",hard,hard,data/set1/a8
Eel,What types of fins do eels have?,Eels have dorsal and anal fins fused with a tail fin. Some also have  pectoral fins.,hard,too hard,data/set1/a8
Eel,What do leptocephali eat?,Marine snow,hard,hard,data/set1/a8
Eel,What do leptocephali eat?,Leptocephali eat small particles called marine snow.,hard,hard,data/set1/a8
Eel,Do all eels live in fresh water?,No,hard,hard,data/set1/a8
Eel,Do all eels live in fresh water?,"No, not all eels live in fresh water.",hard,too hard,data/set1/a8
Finnish_language,Is Finnish an official language of the European Union?,Yes,easy,easy,data/set5/a5
Finnish_language,Is Finnish an official language of the European Union?,"Yes, Finnish is an official language of the European Union.",easy,easy,data/set5/a5
Finnish_language,Are the dialects of Finnish divided into two groups?,Yes,easy,easy,data/set5/a5
Finnish_language,Are the dialects of Finnish divided into two groups?,"Yes, the dialects of Finnish are divided into two groups.",easy,easy,data/set5/a5
Finnish_language,Is Finnish threatened by English?,No,easy,easy,data/set5/a5
Finnish_language,Is Finnish threatened by English?,"No, Finnish is not threatened by English.",easy,easy,data/set5/a5
Finnish_language,When did Proto-Uralic language arrive in Finland?,Around 1900 BCE,medium,medium,data/set5/a5
Finnish_language,When did Proto-Uralic language arrive in Finland?,Proto-Uralic language arrived in Finland around 1900 BCE.,medium,medium,data/set5/a5
Finnish_language,What are characteristic features of Finnish?,Vowel harmony and an agglutinative morphology,medium,medium,data/set5/a5
Finnish_language,What are characteristic features of Finnish?,Characteristic features of Finnish are vowel harmony and an agglutinative morphology.,medium,medium,data/set5/a5
Finnish_language,Where is the Kven language spoken?,Norway,medium,medium,data/set5/a5
Finnish_language,Where is the Kven language spoken?,The Kven language is spoken in Northern Norway.,medium,medium,data/set5/a5
Finnish_language,For how long has the classification of dialects spoken outside of Finland been a controversial issue?,Since Finland's independence in 1917,hard,medium,data/set5/a5
Finnish_language,For how long has the classification of dialects spoken outside of Finland been a controversial issue?,The classification of dialects spoken outside of Finland has been a controversial issue since Finland's independence in 1917.,hard,medium,data/set5/a5
Finnish_language,Who wrote the first novel in Finnish?,Aleksis Kivi,hard,medium,data/set5/a5
Finnish_language,Who wrote the first novel in Finnish?,The first novel in Finnish was published by Aleksis Kivi.,hard,hard,data/set5/a5
Finnish_language,What book defined the official Finnish language?,The Dictionary of Contemporary Finnish,hard,medium,data/set5/a5
Finnish_language,What book defined the official Finnish language?,The Dictionary of Contemporary Finnish defined the official Finnish language.,hard,hard,data/set5/a5
Flute,What is the earliest extant transverse flute?,it dates from 433 BC,easy,medium,data/set2/a5
Flute,What is the earliest extant transverse flute?,Chi,easy,easy,data/set2/a5
Flute,When does a flute produce sound?,when a stream of air directed across a hole in the instrument creates a vibration of air at the hole,easy,medium,data/set2/a5
Flute,When does a flute produce sound?,When a stream of air directed across a hole in the instrument creats a vibration of air at the hole.,easy,hard,data/set2/a5
Flute,How can a flute's volume be increased?,a flute's volume can generally be increased by making its resonator and tone holes larger,medium,medium,data/set2/a5
Flute,How can a flute's volume be increased?,A flute's volume can be increased by making its resonator and tone holes larger.,medium,medium,data/set2/a5
Flute,Do open-ended flutes have brighter timbres?,yes,medium,medium,data/set2/a5
Flute,Do open-ended flutes have brighter timbres?,Yes.,medium,medium,data/set2/a5
Flute,Where was the oldest flute ever discovered found?,Germany,medium,too hard,data/set2/a5
Flute,Where was the oldest flute ever discovered found?,Various parts of Germany.,medium,medium,data/set2/a5
Flute,Are Western flutes simpler than Indian flutes?,no,hard,hard,data/set2/a5
Flute,Are Western flutes simpler than Indian flutes?,Yes.,hard,hard,data/set2/a5
Flute,Why is a police whistle very wide for its pitch?,A flute's volume can generally be increased by making its resonator and tone holes larger,hard,medium,data/set2/a5
Flute,Why is a police whistle very wide for its pitch?,It's volume is high either because of its larger resonator or larger tone holes.,hard,medium,data/set2/a5
Flute,What are the two main varieties of Indian flutes?,"The first, the Bansuri. The second, the Venu or Pullanguzhal",hard,hard,data/set2/a5
Flute,What are the two main varieties of Indian flutes?,Bansuri and the Venu or Pullanguzhal.,hard,medium,data/set2/a5
Flute,Has the flute been dated to prehistoric times?,yes,easy,easy,data/set2/a5
Flute,Was the pan flute used in Greece?,yes,easy,easy,data/set2/a5
Flute,Can a flute be played with several different air sources?,yes,easy,easy,data/set2/a5
Flute,When was the pan flute used in Greece?,the 7th century BC,medium,medium,data/set2/a5
Flute,When was the pan flute used in Greece?,7th century BC,medium,medium,data/set2/a5
Flute,When did concert flutes begin appearing in concert ensembles?,the 16th-century,medium,medium,data/set2/a5
Flute,How many main varieties of Indian flutes are currently used?,two,medium,medium,data/set2/a5
Flute,What material is a chi flute fashioned from?,lacquered bamboo,hard,hard,data/set2/a5
Flute,How does a flute player change the pitch of the sound?,by opening and closing holes in the body of the instrument,hard,medium,data/set2/a5
Flute,How does a flute player change the pitch of the sound?,Opening and closing holes in the body of the instrument,hard,medium,data/set2/a5
Flute,What is the most basic form of the flute?,a flute can be an open tube which is blown like a bottle,hard,medium,data/set2/a5
Flute,What is the most basic form of the flute?,Open tube which is blown like a bottle,hard,hard,data/set2/a5
Giant_Panda,Has the dragon historically served as China's national emblem?,yes,easy,easy,data/set1/a4
Giant_Panda,Do pandas hibernate?,no,easy,easy,data/set1/a4
Giant_Panda,Do giant pandas attack humans?,yes,easy,easy,data/set1/a4
Giant_Panda,What family is the panda a part of?,Ursidae (bear),medium,medium,data/set1/a4
Giant_Panda,What family is the panda a part of?,Ursidae,medium,medium,data/set1/a4
Giant_Panda,How long does it take for the panda cubs skin to turn gray?,one to two weeks after birth,medium,medium,data/set1/a4
Giant_Panda,How long does it take for the panda cubs skin to turn gray?,One to two weeks,medium,medium,data/set1/a4
Giant_Panda,How many different names did Chinese writings give to the panda?,20,medium,hard,data/set1/a4
Giant_Panda,What foods do pandas eat?,bamboo,hard,medium,data/set1/a4
Giant_Panda,What foods do pandas eat?,"bamboo, honeys, eggs, fish, yams, shrub leaves, oranges, and bananas",hard,medium,data/set1/a4
Giant_Panda,What are the two subspecies of giant pandas?,Ailuropoda melanoleuca melanoleuca and  Ailuropoda melanoleuca qinlingensis ,hard,hard,data/set1/a4
Giant_Panda,What are the two subspecies of giant pandas?,"Ailuropoda melanoleuca melanoleuca and The Qinling Panda, Ailuropoda melanoleuca qinlingensis",hard,hard,data/set1/a4
Giant_Panda,What is panda diplomacy?,Loans of Giant Pandas to American and Japanese zoos,hard,hard,data/set1/a4
Giant_Panda,Is the Giant Panda a mammal?,yes,easy,easy,data/set1/a4
Giant_Panda,Is the Giant Panda a terrestrial animal?,yes,easy,easy,data/set1/a4
Giant_Panda,Is the Giant Panda an endangered species?,yes,easy,easy,data/set1/a4
Giant_Panda,Where do Giant Pandas live?,a few mountain ranges in central china,medium,medium,data/set1/a4
Giant_Panda,Where do Giant Pandas live?,"Sichuan province, Shaanxi and Gansu provinces",medium,medium,data/set1/a4
Giant_Panda,When was the Giant Panda's genome sequenced?,2009,medium,medium,data/set1/a4
Giant_Panda,How many subspecies of the Giant Panda are there?,Two,medium,medium,data/set1/a4
Giant_Panda,Is the Giant Panda a carnivore?,Yes,hard,easy,data/set1/a4
Giant_Panda,Why is the Giant Panda an endangered species?,threatened by habitat loss,hard,medium,data/set1/a4
Giant_Panda,Why is the Giant Panda an endangered species?,It is threatened by continued habitat loss and by a very low birthrate,hard,hard,data/set1/a4
Giant_Panda,Is the population of wild Giant  Pandas growing?,"according to some reports, yes",hard,hard,data/set1/a4
Giant_Panda,Is the population of wild Giant  Pandas growing?,Yes but uncertain,hard,hard,data/set1/a4
Guitar,Is an acoustic guitar dependent on an external device?,No,easy,easy,data/set2/a7
Guitar,Is an acoustic guitar dependent on an external device?,No.,easy,easy,data/set2/a7
Guitar,Is the battente smaller than a classical guitar?,Yes,easy,medium,data/set2/a7
Guitar,Is the battente smaller than a classical guitar?,Yes.,easy,easy,data/set2/a7
Guitar,Is the flamenco guitar similar to the classical guitar?,Yes,easy,hard,data/set2/a7
Guitar,Is the flamenco guitar similar to the classical guitar?,Yes.,easy,hard,data/set2/a7
Guitar,Where is the headstock located?,end of the guitar neck furthest from the body,medium,medium,data/set2/a7
Guitar,Where is the headstock located?,At the end of the guitar.,medium,medium,data/set2/a7
Guitar,Whom are guitars made and repaired by?,luthiers,medium,easy,data/set2/a7
Guitar,Whom are guitars made and repaired by?,Luthiers.,medium,medium,data/set2/a7
Guitar,What are modern guitar strings constructed of?,"metal, polymers, animal or plant product materials",medium,easy,data/set2/a7
Guitar,What are modern guitar strings constructed of?,"Metal, polymers, or animal or plant product materials.",medium,medium,data/set2/a7
Guitar,Why are Harp Guitars difficult to classify?,as there are many variations within this type of guitar,hard,medium,data/set2/a7
Guitar,Why are Harp Guitars difficult to classify?,There are many variations within this type.,hard,medium,data/set2/a7
Guitar,What is the bridge used for?,transfer the vibration from the strings to the soundboard,hard,hard,data/set2/a7
Guitar,What is the bridge used for?,The transfer of string vibrations.,hard,hard,data/set2/a7
Guitar,Which guitars use three single-coil pickups?,Fender Statocaster type guitars,hard,medium,data/set2/a7
Guitar,Which guitars use three single-coil pickups?,Fender Stratocaster type guitars.,hard,too hard,data/set2/a7
Guitar,Is a guitar an instrument?,Yes,easy,easy,data/set2/a7
Guitar,Can guitars be divided into two broad categories?,Yes,easy,easy,data/set2/a7
Guitar,Do picks come in many shapes and sizes?,Yes,easy,easy,data/set2/a7
Guitar,How many strings does a guitar typically have?,Six,medium,medium,data/set2/a7
Guitar,What is located at the end of the guitar neck furthest from the body?,Headstock,medium,medium,data/set2/a7
Guitar,What are most electric guitar bodies made of?,Wood,medium,medium,data/set2/a7
Guitar,Why do some people believe that left-handed people should learn to play guitars as right-handed people do?,to standardise the instrument,hard,hard,data/set2/a7
Guitar,How old is the oldest known representation of a guitar-like intrument being played?,"3,300 years old",hard,hard,data/set2/a7
Guitar,What is the point called that is bolted or glued to the body of the guitar?,Neck Joint,hard,medium,data/set2/a7
Guitar,What is the point called that is bolted or glued to the body of the guitar?,Neck joint or 'Heel',hard,hard,data/set2/a7
Henri_Becquerel,Did Becquerel study science at the …cole des Ponts et ChaussÈes?,Yes,easy,easy,data/set4/a9
Henri_Becquerel,Did he become chief engineer in the Department of Bridges and Highways in 1892?,No,easy,easy,data/set4/a9
Henri_Becquerel,Did he become chief engineer in the Department of Bridges and Highways in 1892?,yes,easy,easy,data/set4/a9
Henri_Becquerel,Was Becquerel a French physicist?,Yes,easy,easy,data/set4/a9
Henri_Becquerel,Whom did he share the Nobel Prize with?,Pierre and Marie Curie,medium,medium,data/set4/a9
Henri_Becquerel,When did he die?,1908,medium,medium,data/set4/a9
Henri_Becquerel,What is the SI unit for radioactivity called?,becquerel,medium,medium,data/set4/a9
Henri_Becquerel,What is the SI unit for radioactivity called?,the becquerel (Bq),medium,medium,data/set4/a9
Henri_Becquerel,"When Becquerel discovered radioactivity, whose work did he investigate?",Wilhelm Conrad Rˆntgen,hard,hard,data/set4/a9
